gene_name	ensembl_transcript	refseq_transcript
PRICKLE4	ENST00000458694	NM_013397.6
EEF1A1	ENST00000309268	NM_001402.6
VARS1	ENST00000375663	NM_006295.3
LSM2	ENST00000375661	NM_021177.5
HSPA1L	ENST00000375654	NM_005527.4
HSPA1A	ENST00000375651	NM_005345.6
HSPA1B	ENST00000375650	NM_005346.6
ZBTB12	ENST00000375527	NM_181842.3
CSNK2B	ENST00000375882	NM_001320.7
MAS1	ENST00000674077	NM_002377.4
IGF2R	ENST00000356956	NM_000876.4
SLC22A1	ENST00000366963	NM_003057.3
TFEB	ENST00000373033	NM_001271944.2
C6orf118	ENST00000230301	NM_144980.4
NEU1	ENST00000375631	NM_000434.4
HLA-E	ENST00000376630	NM_005516.6
PRR3	ENST00000376560	NM_025263.4
PPP1R10	ENST00000376511	NM_002714.4
MRPS18B	ENST00000259873	NM_014046.4
C6orf136	ENST00000651131	NM_001161376.2
DHX16	ENST00000376442	NM_003587.5
ABCF1	ENST00000326195	NM_001025091.2
FAM135A	ENST00000418814	NM_001162529.3
ROS1	ENST00000368507	NM_001378902.1
TOMM6	ENST00000398881	NM_001382294.1
ZNF311	ENST00000377179	NM_001382360.1
PTPRK	ENST00000368226	NM_002844.4
CRISP3	ENST00000263045	NM_006061.4
MTHFD1L	ENST00000367321	NM_015440.5
MRPS18A	ENST00000372133	NM_018135.4
FBXO9	ENST00000323557	NM_033480.3
ATP6V1G2	ENST00000303892	NM_130463.4
MPIG6B	ENST00000649779	NM_138272.3
TFAP2A	ENST00000379613	NM_001372066.1
CLIC5	ENST00000339561	NM_016929.5
RIPK1	ENST00000259808	NM_001354930.2
NOL7	ENST00000451315	NM_016167.5
RANBP9	ENST00000011619	NM_005493.3
SNX9	ENST00000392185	NM_016224.5
SYNJ2	ENST00000355585	NM_003898.4
MEP1A	ENST00000230588	NM_005588.3
MAPK13	ENST00000211287	NM_002754.5
BRPF3	ENST00000357641	NM_015695.3
BNIP5	ENST00000437635	NM_001010903.5
ETV7	ENST00000340181	NM_016135.4
CMTR1	ENST00000373451	NM_015050.3
CCDC167	ENST00000373408	NM_138493.3
MDGA1	ENST00000434837	NM_153487.4
SIRT5	ENST00000606117	NM_012241.5
PNPLA1	ENST00000636260	NM_001374623.1
HLA-DQA2	ENST00000374940	NM_020056.5
HLA-DQB2	ENST00000437316	NM_001300790.2
HLA-DOB	ENST00000438763	NM_002120.4
PSMB9	ENST00000374859	NM_002800.5
CGAS	ENST00000370315	NM_138441.3
AHI1	ENST00000265602	NM_001134831.2
AKIRIN2	ENST00000257787	NM_018064.4
SPACA1	ENST00000237201	NM_030960.3
ORC3	ENST00000392844	NM_012381.4
KIAA0319	ENST00000378214	NM_014809.4
GMNN	ENST00000230056	NM_015895.5
HMGN4	ENST00000377575	NM_006353.3
H2AC15	ENST00000618958	NM_003510.3
H2AC16	ENST00000613174	NM_003511.3
H1-5	ENST00000331442	NM_005322.3
H3C11	ENST00000616365	NM_003533.3
H4C13	ENST00000618305	NM_003546.3
H3C12	ENST00000359303	NM_003535.3
H2AC17	ENST00000359611	NM_003514.2
H2BC17	ENST00000616182	NM_003527.4
OR2B2	ENST00000303324	NM_033057.2
POLR1H	ENST00000332435	NM_170783.4
PPP1R11	ENST00000376772	NM_021959.3
TRIM31	ENST00000376734	NM_007028.5
TRIM40	ENST00000396581	NM_001286633.2
TRIM10	ENST00000449742	NM_006778.4
TRIM15	ENST00000376694	NM_033229.3
SLC44A4	ENST00000229729	NM_025257.3
ATF6B	ENST00000375203	NM_004381.5
FKBPL	ENST00000375156	NM_022110.4
PPT2	ENST00000324816	NM_005155.7
EGFL8	ENST00000333845	NM_030652.4
AGPAT1	ENST00000375107	NM_006411.4
RNF5	ENST00000375094	NM_006913.4
PBX2	ENST00000375050	NM_002586.5
GPSM3	ENST00000375040	NM_001276501.2
NOTCH4	ENST00000375023	NM_004557.4
HLA-DRA	ENST00000395388	NM_019111.5
PPP1R18	ENST00000274853	NM_133471.4
TUBB	ENST00000327892	NM_178014.4
FLOT1	ENST00000376389	NM_005803.4
IER3	ENST00000259874	NM_003897.4
TUBB2B	ENST00000259818	NM_178012.5
PSMG4	ENST00000438998	NM_001128591.2
SLC22A23	ENST00000406686	NM_015482.2
TUBB2A	ENST00000333628	NM_001069.3
COL12A1	ENST00000322507	NM_004370.6
TMEM30A	ENST00000230461	NM_018247.4
SCUBE3	ENST00000274938	NM_152753.4
ZNF76	ENST00000373953	NM_003427.5
PPARD	ENST00000360694	NM_006238.5
RPL10A	ENST00000322203	NM_007104.5
TEAD3	ENST00000338863	NM_003214.4
TULP1	ENST00000229771	NM_003322.6
RSPH3	ENST00000367069	NM_031924.8
TAGAP	ENST00000367066	NM_054114.5
FAXC	ENST00000389677	NM_032511.4
COQ3	ENST00000254759	NM_017421.4
PNISR	ENST00000369239	NM_032870.4
USP45	ENST00000500704	NM_001346022.3
TSTD3	ENST00000452647	NM_001195131.2
CCNC	ENST00000520429	NM_005190.4
SLC25A27	ENST00000371347	NM_004277.5
TDRD6	ENST00000316081	NM_001010870.3
PLA2G7	ENST00000274793	NM_005084.4
ADGRF5	ENST00000283296	NM_001098518.2
NELFE	ENST00000375429	NM_002904.6
DXO	ENST00000337523	NM_005510.4
C4B	ENST00000435363	NM_001002029.4
CYP21A2	ENST00000644719	NM_000500.9
H2AC6	ENST00000377791	NM_003512.4
H3C4	ENST00000356476	NM_001376937.1
H2AC7	ENST00000341023	NM_021065.3
H1-3	ENST00000244534	NM_005320.3
H4C6	ENST00000244537	NM_003540.4
H4C7	ENST00000611444	NM_003547.3
H3C7	ENST00000618052	NM_021018.3
H2BC10	ENST00000377733	NM_003525.3
BTN3A2	ENST00000377708	NM_007047.5
BTN2A2	ENST00000356709	NM_006995.5
BTN3A1	ENST00000289361	NM_007048.6
BTN3A3	ENST00000244519	NM_006994.5
ASF1A	ENST00000229595	NM_014034.3
MCM9	ENST00000619706	NM_017696.3
EPHA7	ENST00000369303	NM_004440.4
MTO1	ENST00000498286	NM_012123.4
NQO2	ENST00000380455	NM_000904.6
BEND6	ENST00000370746	NM_152731.3
KIAA1586	ENST00000370733	NM_020931.4
ZSCAN26	ENST00000421553	NM_001023560.4
ECT2L	ENST00000541398	NM_001077706.3
SYTL3	ENST00000611299	NM_001242394.2
THBS2	ENST00000617924	NM_003247.5
SLC17A2	ENST00000377850	NM_001286123.3
HCRTR2	ENST00000370862	NM_001384272.1
OR2J3	ENST00000641151	NM_001005216.4
OR2H2	ENST00000641840	NM_007160.4
OOEP	ENST00000370359	NM_001080507.3
APOBEC2	ENST00000244669	NM_006789.4
MICA	ENST00000449934	NM_001177519.3
PRPF4B	ENST00000337659	NM_003913.5
FAM217A	ENST00000274673	NM_173563.3
ECI2	ENST00000380118	NM_206836.3
RNASET2	ENST00000508775	NM_003730.6
ZBTB2	ENST00000325144	NM_020861.3
RMND1	ENST00000444024	NM_017909.4
ARMT1	ENST00000367294	NM_024573.3
CCDC170	ENST00000239374	NM_025059.4
H4C3	ENST00000377803	NM_003542.4
FAM162B	ENST00000368557	NM_001085480.3
GPRC6A	ENST00000310357	NM_148963.4
RFX6	ENST00000332958	NM_173560.4
OR2A4	ENST00000315453	NM_030908.2
CTAGE9	ENST00000314099	NM_001145659.1
CCN2	ENST00000367976	NM_001901.4
RNF146	ENST00000368314	NM_001242850.2
CRISP1	ENST00000335847	NM_001131.3
DEFB114	ENST00000322066	NM_001037499.2
DEFB113	ENST00000398718	NM_001037729.1
DEFB110	ENST00000371148	NM_001037497.2
DEFB112	ENST00000651554	NM_001369057.2
PBOV1	ENST00000527246	NM_021635.3
PTCHD4	ENST00000339488	NM_001384253.1
ZKSCAN8	ENST00000330236	NM_006298.4
ADGRB3	ENST00000370598	NM_001704.3
OR12D2	ENST00000642051	NM_013936.4
MAS1L	ENST00000377127	NM_052967.2
OR5V1	ENST00000641768	NM_030876.6
OR12D3	ENST00000396806	NM_030959.3
CNR1	ENST00000369501	NM_016083.6
HLA-DOA	ENST00000229829	NM_002119.4
HLA-DPB1	ENST00000418931	NM_002121.6
RXRB	ENST00000374680	NM_021976.5
HSD17B8	ENST00000374662	NM_014234.5
RING1	ENST00000374656	NM_002931.4
VPS52	ENST00000445902	NM_022553.6
RPS18	ENST00000439602	NM_022551.3
B3GALT4	ENST00000451237	NM_003782.4
WDR46	ENST00000374617	NM_005452.6
PFDN6	ENST00000374606	NM_001185181.3
RGL2	ENST00000497454	NM_004761.5
ZBTB22	ENST00000431845	NM_005453.5
SMIM40	ENST00000494082	NM_001369203.1
OR14J1	ENST00000641895	NM_030946.2
SLC22A7	ENST00000372585	NM_153320.2
CRIP3	ENST00000372569	NM_206922.3
ENPP1	ENST00000647893	NM_006208.3
KIFC1	ENST00000428849	NM_002263.4
PHF1	ENST00000374516	NM_024165.3
CUTA	ENST00000488034	NM_001014840.2
SYNGAP1	ENST00000646630	NM_006772.3
ZBTB9	ENST00000395064	NM_152735.4
NUP43	ENST00000340413	NM_198887.3
LRP11	ENST00000239367	NM_032832.6
RAET1G	ENST00000367360	NM_001001788.4
ULBP2	ENST00000367351	NM_025217.4
SNX14	ENST00000314673	NM_153816.6
GRIK2	ENST00000369134	NM_021956.5
ATXN1	ENST00000436367	NM_001128164.2
SNRNP48	ENST00000342415	NM_152551.4
BYSL	ENST00000230340	NM_004053.4
CCND3	ENST00000372991	NM_001760.5
ANKRD66	ENST00000565422	NM_001162435.3
HS3ST5	ENST00000312719	NM_153612.4
NFYA	ENST00000341376	NM_002505.5
H4C8	ENST00000377727	NM_003543.4
RNF39	ENST00000244360	NM_025236.4
OR2J1	ENST00000641659	NM_001348294.2
OR2H1	ENST00000377133	NM_030883.5
OR2J2	ENST00000641417	NM_030905.3
DDR1	ENST00000376568	NM_001297654.2
OR10C1	ENST00000444197	NM_013941.4
OR2W1	ENST00000377175	NM_030903.3
ZSCAN31	ENST00000344279	NM_030899.5
METTL24	ENST00000338882	NM_001123364.3
MAP7	ENST00000354570	NM_003980.6
IL20RA	ENST00000316649	NM_014432.4
GNL1	ENST00000376621	NM_005275.5
MANEA	ENST00000358812	NM_024641.4
NT5E	ENST00000257770	NM_002526.4
NMBR	ENST00000258042	NM_002511.4
PGBD1	ENST00000682144	NM_032507.4
NRM	ENST00000376421	NM_001384369.1
BTN1A1	ENST00000684113	NM_001732.3
AK9	ENST00000424296	NM_001145128.3
H3C6	ENST00000614911	NM_003532.3
TAAR1	ENST00000275216	NM_138327.4
C6orf52	ENST00000259983	NM_001145020.3
TIAM2	ENST00000682666	NM_012454.4
ZSCAN12	ENST00000684592	NM_001163391.2
MEI4	ENST00000684080	NM_001322247.2
TMEM181	ENST00000684151	NM_001376852.1
GPR6	ENST00000275169	NM_005284.5
UFL1	ENST00000369278	NM_015323.5
FHL5	ENST00000450218	NM_001322466.2
SERAC1	ENST00000647468	NM_032861.4
GTF2H5	ENST00000607778	NM_207118.3
KCNQ5	ENST00000370398	NM_019842.4
RPP21	ENST00000442966	NM_024839.4
H2AC14	ENST00000333151	NM_021066.3
H2BC14	ENST00000621112	NM_003521.3
H4C11	ENST00000355057	NM_021968.4
H4C12	ENST00000611927	NM_003541.3
LY86	ENST00000230568	NM_004271.4
H3C10	ENST00000685041	NM_003536.3
HLA-C	ENST00000376228	NM_002117.6
HLA-G	ENST00000360323	NM_001384290.1
KIF25	ENST00000643607	NM_030615.4
ARHGAP18	ENST00000368149	NM_033515.3
PDE10A	ENST00000539869	NM_001385079.1
HLA-DPA1	ENST00000692443	NM_033554.4
HLA-DRB5	ENST00000374975	NM_002125.4
HLA-DQA1	ENST00000343139	NM_002122.5
HLA-DQB1	ENST00000434651	NM_002123.5
LAMA2	ENST00000421865	NM_000426.4
MYO6	ENST00000369977	NM_004999.4
MDC1	ENST00000376406	NM_014641.3
TBP	ENST00000392092	NM_003194.5
AGER	ENST00000375076	NM_001136.5
SASH1	ENST00000367467	NM_015278.5
E2F3	ENST00000346618	NM_001949.5
PXT1	ENST00000454782	NM_152990.4
RCAN2	ENST00000371374	NM_001251974.2
RREB1	ENST00000379938	NM_001003699.4
CCN6	ENST00000368666	NM_198239.2
PRL	ENST00000306482	NM_000948.6
POU5F1	ENST00000259915	NM_002701.6
SMOC2	ENST00000356284	NM_001166412.2
RHAG	ENST00000371175	NM_000324.3
CNPY3	ENST00000372836	NM_006586.5
GPX6	ENST00000361902	NM_182701.1
KLHDC3	ENST00000326974	NM_057161.4
EZR	ENST00000367075	NM_001111077.2
ESR1	ENST00000206249	NM_000125.4
PLAGL1	ENST00000674357	NM_001317162.2
MED20	ENST00000265350	NM_004275.5
ZSCAN23	ENST00000289788	NM_001012455.2
NHSL1	ENST00000343505	NM_001144060.2
C6orf141	ENST00000529246	NM_001145652.2
H2AC13	ENST00000358739	NM_003509.3
H2BC8	ENST00000541790	NM_003518.4
H2BC13	ENST00000377401	NM_003519.4
H2BC15	ENST00000612898	NM_003520.4
H2BC7	ENST00000356530	NM_003522.4
H2BC9	ENST00000619466	NM_003524.3
H3C8	ENST00000614378	NM_003534.3
H4C2	ENST00000377745	NM_003544.3
H4C5	ENST00000615164	NM_003545.4
TAAR5	ENST00000258034	NM_003967.3
H2BC5	ENST00000377777	NM_021063.4
MYCT1	ENST00000367245	NM_025107.3
HUS1B	ENST00000380907	NM_148959.4
TREML1	ENST00000426005	NM_178174.4
USP49	ENST00000682992	NM_001286554.2
ZNF165	ENST00000683778	NM_001376491.1
LY6G6D	ENST00000375825	NM_021246.4
CUL7	ENST00000265348	NM_014780.5
ADGRF4	ENST00000283303	NM_153838.5
ZSCAN16	ENST00000340487	NM_025231.3
ZSCAN9	ENST00000252207	NM_006299.5
ZKSCAN4	ENST00000377294	NM_019110.5
NKAPL	ENST00000343684	NM_001007531.3
H2BC11	ENST00000339812	NM_021058.4
H2AC11	ENST00000359193	NM_021064.5
H4C9	ENST00000615353	NM_003495.3
H2AC12	ENST00000377459	NM_080596.3
PRSS16	ENST00000230582	NM_005865.4
POM121L2	ENST00000444565	NM_033482.4
ZNF391	ENST00000244576	NM_001076781.3
ZNF184	ENST00000683788	NM_001318891.2
TAF8	ENST00000372977	NM_138572.3
TAF11	ENST00000361288	NM_005643.4
SMIM8	ENST00000392863	NM_001042493.3
C6orf163	ENST00000388923	NM_001010868.3
CFAP206	ENST00000369562	NM_001031743.3
SLC35A1	ENST00000369552	NM_006416.5
RARS2	ENST00000369536	NM_020320.5
SHPRH	ENST00000275233	NM_001042683.3
RAET1E	ENST00000357183	NM_001394057.1
CAP2	ENST00000229922	NM_006366.3
FAM8A1	ENST00000259963	NM_016255.3
PHACTR1	ENST00000332995	NM_030948.6
MDFI	ENST00000230321	NM_005586.4
COL11A2	ENST00000341947	NM_080680.3
BTNL2	ENST00000454136	NM_001304561.2
RIPPLY2	ENST00000369689	NM_001009994.3
THEMIS	ENST00000368248	NM_001010923.3
MCUR1	ENST00000379170	NM_001031713.4
PHACTR2	ENST00000440869	NM_001100164.2
CCHCR1	ENST00000396268	NM_001105564.2
IPCEF1	ENST00000367220	NM_001130700.2
SNAP91	ENST00000369694	NM_001242792.2
BAG6	ENST00000676615	NM_001387994.1
OR11A1	ENST00000377149	NM_001394828.1
FRMD1	ENST00000283309	NM_024919.6
CCR6	ENST00000341935	NM_031409.4
CDKN1A	ENST00000244741	NM_000389.5
RAB44	ENST00000612677	NM_001257357.2
PPIL1	ENST00000373699	NM_016059.5
C6orf89	ENST00000480824	NM_001286635.2
PI16	ENST00000373674	NM_153370.3
MTCH1	ENST00000373627	NM_001271641.2
PIM1	ENST00000373509	NM_002648.4
TMEM217	ENST00000651039	NM_001286401.2
BACH2	ENST00000257749	NM_021813.4
TRERF1	ENST00000695948	NM_001395490.1
VNN1	ENST00000367928	NM_004666.3
VNN2	ENST00000326499	NM_004665.6
C6orf132	ENST00000341865	NM_001164446.3
CLIC1	ENST00000375784	NM_001288.6
PLEKHG1	ENST00000696526	NM_001029884.3
HLA-B	ENST00000412585	NM_005514.8
SERINC1	ENST00000339697	NM_020755.4
PKIB	ENST00000368452	NM_181795.3
ARMC12	ENST00000373866	NM_001286574.2
CLPSL2	ENST00000403376	NM_207409.4
CLPSL1	ENST00000373861	NM_001010886.5
CLPS	ENST00000259938	NM_001832.4
LHFPL5	ENST00000360215	NM_182548.4
SRPK1	ENST00000373825	NM_003137.5
ZKSCAN3	ENST00000252211	NM_024493.4
DUSP22	ENST00000419235	NM_001286555.3
IRF4	ENST00000380956	NM_002460.4
IFNGR1	ENST00000367739	NM_000416.3
RIMS1	ENST00000521978	NM_014989.7
ZC3H11C	ENST00000398578	NM_001271675.2
GCLC	ENST00000650454	NM_001498.4
KLHL31	ENST00000370905	NM_001003760.5
PSMB8	ENST00000374882	NM_148919.4
CALHM5	ENST00000368599	NM_153711.5
CALHM4	ENST00000368596	NM_001366078.2
RWDD1	ENST00000466444	NM_015952.4
RSPH4A	ENST00000229554	NM_001010892.3
ZUP1	ENST00000368576	NM_145062.3
KPNA5	ENST00000368564	NM_001366306.2
SKIC2	ENST00000375394	NM_006929.5
SEC63	ENST00000369002	NM_007214.5
MMS22L	ENST00000683635	NM_001350599.2
NFKBIL1	ENST00000376148	NM_005007.4
FGD2	ENST00000274963	NM_173558.4
SF3B5	ENST00000367569	NM_031287.3
STX11	ENST00000367568	NM_003764.4
PRRT1	ENST00000211413	NM_030651.4
DOP1A	ENST00000349129	NM_015018.4
RWDD2A	ENST00000369724	NM_033411.5
TAP1	ENST00000354258	NM_000593.6
CD164	ENST00000310786	NM_006016.6
PPIL6	ENST00000521072	NM_173672.5
SMPD2	ENST00000258052	NM_003080.3
MICAL1	ENST00000358807	NM_022765.4
ZBTB24	ENST00000230122	NM_014797.3
PGM3	ENST00000513973	NM_015599.3
CFB	ENST00000425368	NM_001710.6
SLC39A7	ENST00000374677	NM_006979.3
COX7A2	ENST00000684430	NM_001366293.2
TSBP1	ENST00000533191	NM_001286474.2
MYLK4	ENST00000274643	NM_001012418.5
SNRPC	ENST00000244520	NM_003093.3
BLTP3A	ENST00000192788	NM_017754.4
ANKS1A	ENST00000360359	NM_015245.3
TCP11	ENST00000311875	NM_001370687.1
TMEM14A	ENST00000211314	NM_014051.4
GSTA2	ENST00000493422	NM_000846.5
MAP3K5	ENST00000359015	NM_005923.4
DEF6	ENST00000316637	NM_022047.4
FANCE	ENST00000229769	NM_021922.3
TNF	ENST00000449264	NM_000594.4
NR2E1	ENST00000368986	NM_003269.5
SNX3	ENST00000230085	NM_003795.6
OSTM1	ENST00000193322	NM_014028.4
C4A	ENST00000428956	NM_007293.3
TAPBP	ENST00000434618	NM_003190.5
TRAF3IP2	ENST00000368761	NM_147686.4
CGA	ENST00000627148	NM_000735.4
IL17A	ENST00000648244	NM_002190.3
MCM3	ENST00000596288	NM_002388.6
IL17F	ENST00000336123	NM_052872.4
HLA-DRB1	ENST00000360004	NM_002124.4
C6orf120	ENST00000332290	NM_001029863.3
GJE1	ENST00000450456	NM_001358410.2
SAPCD1	ENST00000415669	NM_001039651.2
TRIM39	ENST00000396551	NM_001369521.2
MUC22	ENST00000561890	NM_001395414.1
LY6G5B	ENST00000375864	NM_021221.3
TAAR8	ENST00000275200	NM_053278.3
TAAR9	ENST00000434551	NM_175057.4
EHMT2	ENST00000375537	NM_006709.5
TMEM217B	ENST00000497775	NM_001395378.1
LRRC73	ENST00000372441	NM_001012974.4
LY6G5C	ENST00000383237	NM_025262.4
H2AC8	ENST00000303910	NM_021052.4
OR2I1P	ENST00000641137	NM_001396058.1
ZNF292	ENST00000369577	NM_015021.3
IRAK1BP1	ENST00000369940	NM_001010844.4
AFDN	ENST00000683244	NM_001386888.1
PHIP	ENST00000275034	NM_017934.7
LRFN2	ENST00000338305	NM_020737.3
LYRM2	ENST00000523377	NM_020466.5
CARMIL1	ENST00000329474	NM_017640.6
MDN1	ENST00000369393	NM_014611.3
CPNE5	ENST00000244751	NM_020939.2
SUMO4	ENST00000326669	NM_001002255.2
ZC3H12D	ENST00000409806	NM_207360.3
TAB2	ENST00000637181	NM_001292034.3
ECHDC1	ENST00000454859	NM_001002030.2
GUCA1A	ENST00000372958	NM_001384910.1
ELOVL2	ENST00000354666	NM_017770.4
SMIM13	ENST00000416247	NM_001135575.2
ERVFRD-1	ENST00000472091	NM_207582.3
SCGN	ENST00000377961	NM_006998.4
H2AC1	ENST00000297012	NM_170745.3
H2BC1	ENST00000274764	NM_170610.3
GLP1R	ENST00000373256	NM_002062.5
SAYSD1	ENST00000229903	NM_018322.3
KCNK5	ENST00000359534	NM_003740.4
MLN	ENST00000430124	NM_002418.3
KIAA0408	ENST00000483725	NM_014702.5
C6orf58	ENST00000329722	NM_001010905.3
GRM4	ENST00000538487	NM_000841.4
SMIM29	ENST00000476320	NM_001008703.4
NUDT3	ENST00000607016	NM_006703.4
HMGA1	ENST00000311487	NM_145899.3
SOGA3	ENST00000525778	NM_001400265.1
TTBK1	ENST00000259750	NM_032538.3
HIVEP2	ENST00000367603	NM_006734.4
RPS10	ENST00000648437	NM_001014.5
PACSIN1	ENST00000244458	NM_020804.5
SPDEF	ENST00000374037	NM_012391.3
ILRUN	ENST00000374023	NM_024294.4
FOXP4	ENST00000307972	NM_001012426.2
SOD2	ENST00000538183	NM_000636.4
TAP2	ENST00000374897	NM_001290043.2
C2	ENST00000299367	NM_000063.6
CEP43	ENST00000366847	NM_007045.4
UTRN	ENST00000367545	NM_007124.3
DAXX	ENST00000374542	NM_001141969.2
DST	ENST00000680361	NM_001374736.1
DST	ENST00000370765	NM_001723.7
ZNF451	ENST00000370706	NM_001031623.3
COL9A1	ENST00000357250	NM_001851.6
SLC26A8	ENST00000490799	NM_052961.4
MAPK14	ENST00000229794	NM_139012.3
EYA4	ENST00000355286	NM_004100.5
SMLR1	ENST00000541421	NM_001195597.2
EPB41L2	ENST00000337057	NM_001431.4
FYN	ENST00000354650	NM_002037.5
GABBR1	ENST00000377034	NM_001470.4
PRRC2A	ENST00000376033	NM_004638.4
GRM1	ENST00000282753	NM_001278064.2
RAB32	ENST00000367495	NM_006834.5
HMGN3	ENST00000620514	NM_001201363.2
HLA-A	ENST00000376809	NM_002116.8
PLG	ENST00000308192	NM_000301.5
B3GAT2	ENST00000230053	NM_080742.3
BRD2	ENST00000374825	NM_005104.4
AKAP7	ENST00000431975	NM_016377.4
TCF19	ENST00000376257	NM_007109.3
PCMT1	ENST00000464889	NM_001360452.2
VEGFA	ENST00000672860	NM_003376.6
MAP3K7	ENST00000369329	NM_145331.3
ADGB	ENST00000397944	NM_024694.4
SGK1	ENST00000367858	NM_001143676.3
GJA1	ENST00000282561	NM_000165.5
BTN2A1	ENST00000312541	NM_007049.5
ABT1	ENST00000274849	NM_013375.4
ZNF322	ENST00000415922	NM_024639.5
H2BC4	ENST00000396984	NM_003526.3
H2BC12	ENST00000356950	NM_001312653.2
STXBP5	ENST00000321680	NM_001127715.4
IL22RA2	ENST00000296980	NM_052962.3
TMEM244	ENST00000368143	NM_001010876.2
ARG1	ENST00000368087	NM_000045.4
MED23	ENST00000368068	NM_004830.4
ENPP3	ENST00000357639	NM_005021.5
TNXB	ENST00000644971	NM_001365276.2
GCNT2	ENST00000495262	NM_145649.5
GCNT2	ENST00000316170	NM_001491.3
SYCP2L	ENST00000283141	NM_001040274.3
NEDD9	ENST00000379446	NM_006403.4
DNAH8	ENST00000327475	NM_001206927.2
ZFAND3	ENST00000287218	NM_021943.3
BTBD9	ENST00000481247	NM_001099272.2
GLO1	ENST00000373365	NM_006708.3
SLC22A2	ENST00000366953	NM_003058.4
SLC22A3	ENST00000275300	NM_021977.4
LPA	ENST00000316300	NM_005577.4
MAP3K4	ENST00000392142	NM_005922.4
AGPAT4	ENST00000320285	NM_020133.3
PRKN	ENST00000366898	NM_004562.3
PACRG	ENST00000366888	NM_001080379.2
QKI	ENST00000361752	NM_006775.3
SUPT3H	ENST00000371459	NM_003599.4
CD2AP	ENST00000359314	NM_012120.3
OPN5	ENST00000371211	NM_181744.4
SLC16A10	ENST00000368851	NM_018593.5
MFSD4B	ENST00000671876	NM_153369.4
REV3L	ENST00000368802	NM_001372078.1
RRAGD	ENST00000369415	NM_021244.5
ANKRD6	ENST00000339746	NM_001242809.2
C6orf62	ENST00000378119	NM_030939.5
ARMH2	ENST00000565469	NM_001282492.2
DSP	ENST00000379802	NM_004415.4
HFE	ENST00000357618	NM_000410.4
SYNCRIP	ENST00000369622	NM_006372.5
MUCL3	ENST00000462446	NM_080870.4
BAK1	ENST00000374467	NM_001188.4
ITPR3	ENST00000605930	NM_002224.4
UQCC2	ENST00000607484	NM_032340.4
IP6K3	ENST00000293756	NM_054111.5
LEMD2	ENST00000293760	NM_181336.4
BICRAL	ENST00000314073	NM_001393499.1
ABCC10	ENST00000372530	NM_001198934.2
DLK2	ENST00000372488	NM_023932.4
TJAP1	ENST00000372449	NM_001350562.2
MYMX	ENST00000573382	NM_001315494.2
SLC29A1	ENST00000371755	NM_001372327.1
HSP90AB1	ENST00000371646	NM_007355.4
SLC35B2	ENST00000393812	NM_178148.4
NFKBIE	ENST00000619360	NM_004556.3
TMEM151B	ENST00000451188	NM_001137560.2
TCTE1	ENST00000371505	NM_182539.4
AARS2	ENST00000244571	NM_020745.4
SPATS1	ENST00000674044	NM_001372081.1
CDC5L	ENST00000371477	NM_001253.4
COL21A1	ENST00000244728	NM_030820.4
KHDC1	ENST00000257765	NM_030568.5
MRAP2	ENST00000257776	NM_138409.4
CEP162	ENST00000403245	NM_014895.4
PNRC1	ENST00000336032	NM_006813.3
SRSF12	ENST00000452027	NM_080743.5
PM20D2	ENST00000275072	NM_001010853.3
GABRR1	ENST00000454853	NM_002042.5
GABRR2	ENST00000402938	NM_002043.5
SCML4	ENST00000369020	NM_198081.5
CLVS2	ENST00000275162	NM_001010852.4
NKAIN2	ENST00000368417	NM_001040214.3
RNF217	ENST00000521654	NM_001286398.3
TPD52L1	ENST00000534000	NM_003287.4
HDDC2	ENST00000398153	NM_016063.3
HEY2	ENST00000368364	NM_012259.3
TXLNB	ENST00000358430	NM_153235.4
CITED2	ENST00000367651	NM_006079.5
MPC1	ENST00000360961	NM_016098.4
RPS6KA2	ENST00000265678	NM_021135.6
RAMACL	ENST00000444122	NM_001395999.1
TRDN	ENST00000334268	NM_006073.4
LRRC1	ENST00000370888	NM_018214.5
MLIP	ENST00000502396	NM_001281747.2
OGFRL1	ENST00000370435	NM_024576.5
CIMIP3	ENST00000623004	NM_001384994.1
ARID1B	ENST00000636930	NM_001374828.1
TNFAIP3	ENST00000612899	NM_001270508.2
SLC35B3	ENST00000710437	NM_001370479.2
TBC1D32	ENST00000398212	NM_152730.6
GSTA5	ENST00000370989	NM_153699.3
SESN1	ENST00000436639	NM_014454.3
CEP57L1	ENST00000517392	NM_001271852.3
TRIM26	ENST00000454678	NM_003449.5
PTP4A1	ENST00000626021	NM_003463.5
MYB	ENST00000341911	NM_001130173.2
SYNE1	ENST00000354674	NM_001347702.2
SYNE1	ENST00000367255	NM_182961.4
L3MBTL3	ENST00000361794	NM_032438.4
SAMD3	ENST00000439090	NM_001017373.4
STK19	ENST00000685781	NM_004197.2
ATAT1	ENST00000376485	NM_001413067.1
ENSG00000288712	ENST00000683102	NM_001414704.1
ENSG00000288646	ENST00000678782	NM_001414736.1
ENSG00000288708	ENST00000683730	NM_001414722.1
ENSG00000288614	ENST00000675098	NM_001414897.1
UNCX	ENST00000316333	NM_001080461.3
GET4	ENST00000265857	NM_015949.3
INTS1	ENST00000404767	NM_001080453.3
RADIL	ENST00000399583	NM_018059.5
ZFAND2A	ENST00000316495	NM_182491.4
MIOS	ENST00000340080	NM_019005.4
MEOX2	ENST00000262041	NM_005924.5
FAM20C	ENST00000313766	NM_020223.4
